City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,pizarro,4.95,-77.37,82.69,77,98,8.08,CO,1592676747
381,posse,-14.09,-46.37,82.26,33,24,7.94,BR,1592676747
382,kiruna,67.86,20.23,71.6,35,40,6.93,SE,1592676747
383,bontang,0.13,117.5,79.95,78,0,1.59,ID,1592676483
384,tutoia,-2.76,-42.27,84.45,70,13,6.06,BR,1592676747
385,indian head,38.6,-77.16,75.0,88,75,6.93,US,1592676747
386,lichinga,-13.31,35.24,57.2,71,0,5.82,MZ,1592676748
387,grenville,12.12,-61.62,86.0,79,40,18.34,GD,1592676748
388,ossora,59.24,163.07,52.39,80,0,3.71,RU,1592676748
389,clarence town,-32.58,151.78,54.0,93,40,2.71,AU,1592676748
390,phan thiet,10.93,108.1,78.48,86,100,6.64,VN,1592676748
391,shache,38.42,77.24,81.0,16,99,7.92,CN,1592676748
392,capreol,46.71,-80.92,86.0,39,75,9.17,CA,1592676748
393,lavrentiya,65.58,-171.0,49.24,56,0,11.7,RU,1592676748
394,korem,12.51,39.52,65.46,48,97,3.2,ET,1592676748
395,shelburne,44.08,-80.2,87.8,38,1,3.36,CA,1592676749
396,paramonga,-10.67,-77.83,67.98,68,41,10.42,PE,1592676749
397,pudukkottai,10.38,78.82,89.6,55,40,12.75,IN,1592676749
398,ugep,5.81,8.08,75.33,96,90,4.88,NG,1592676749
399,kuzhener,56.81,48.91,51.15,82,18,8.14,RU,1592676749
400,los llanos de aridane,28.66,-17.92,73.4,69,75,16.11,ES,1592676749
401,weatherford,32.76,-97.8,82.99,73,94,3.11,US,1592676749
402,bay roberts,47.6,-53.26,46.99,22,97,1.01,CA,1592676750
403,inverness,57.48,-4.22,68.0,77,32,12.75,GB,1592676654
404,guerrero negro,27.98,-114.06,72.19,55,12,16.35,MX,1592676483
405,aleksandrovka,46.84,32.76,70.81,74,89,3.09,UA,1592676750
406,puerto del rosario,28.5,-13.86,75.2,69,20,19.46,ES,1592676539
407,shimoda,34.67,138.95,61.0,90,62,1.66,JP,1592676750
408,sabancuy,18.97,-91.18,89.62,60,21,2.42,MX,1592676751
409,mehamn,71.04,27.85,46.83,71,0,3.42,NO,1592676751
410,penal,10.17,-61.47,90.0,59,75,16.11,TT,1592676751
411,sandalfoot cove,26.34,-80.19,91.0,66,40,11.41,US,1592676751
412,elko,41.0,-115.5,73.99,34,1,3.36,US,1592676751
413,grand gaube,-20.01,57.66,73.0,71,34,8.99,MU,1592676752
414,vilyuysk,63.76,121.62,60.98,70,26,1.1,RU,1592676752
415,nanchang,28.68,115.88,74.64,93,100,4.97,CN,1592676752
416,nouadhibou,20.93,-17.03,82.4,51,0,11.41,MR,1592676752
417,nokaneng,-19.67,22.27,59.05,43,0,5.03,BW,1592676752
418,broome,42.25,-75.83,84.0,55,10,1.01,US,1592676753
419,karratha,-20.74,116.85,69.21,37,0,11.5,AU,1592676753
420,carmen,18.63,-91.83,86.0,70,40,13.87,MX,1592676753
421,juba,4.85,31.58,74.84,81,74,3.56,SS,1592676753
422,izhmorskiy,56.19,86.64,42.51,80,69,3.24,RU,1592676754
423,sao gabriel da cachoeira,-0.13,-67.09,82.4,83,40,2.24,BR,1592676754
424,baker city,44.77,-117.83,68.0,52,75,1.81,US,1592676754
425,luganville,-15.53,167.17,75.36,85,97,8.48,VU,1592676496
426,guskhara,23.5,87.75,83.25,77,96,9.28,IN,1592676754
427,kruisfontein,-34.0,24.73,55.33,91,2,2.95,ZA,1592676754
428,guozhen,34.37,107.36,72.9,69,63,0.94,CN,1592676755
429,hamilton,39.18,-84.53,91.99,38,40,6.93,US,1592676755
430,lodja,-3.48,23.43,79.48,44,54,1.01,CD,1592676755
431,sakakah,29.97,40.21,86.0,19,0,11.41,SA,1592676756
432,ulladulla,-35.35,150.47,53.6,100,90,5.82,AU,1592676756
433,lompoc,34.64,-120.46,62.01,82,52,6.91,US,1592676756
434,manggar,-2.88,108.27,81.27,84,65,11.59,ID,1592676757
435,necochea,-38.55,-58.74,54.0,70,100,5.99,AR,1592676757
436,esperance,-33.87,121.9,42.8,87,0,5.82,AU,1592676757
437,rocha,-34.48,-54.33,61.88,64,33,6.06,UY,1592676506
438,general roca,-39.03,-67.58,57.2,47,94,8.05,AR,1592676757
439,goba,7.02,39.98,52.57,80,54,4.23,ET,1592676758
440,boden,65.83,21.69,66.2,34,0,3.36,SE,1592676758
441,wedel,53.58,9.7,69.8,60,98,13.87,DE,1592676758
442,namtsy,62.72,129.67,60.8,87,75,2.24,RU,1592676758
443,mosquera,4.71,-74.23,66.2,52,40,10.29,CO,1592676672
444,tabou,4.42,-7.35,79.02,77,83,7.43,CI,1592676758
445,lagoa vermelha,-28.21,-51.53,70.74,78,35,8.34,BR,1592676758
446,muros,42.78,-9.06,66.99,76,45,8.01,ES,1592676758
447,cordoba,-31.41,-64.18,66.2,37,41,9.17,AR,1592676759
448,inuvik,68.35,-133.72,46.4,87,90,6.93,CA,1592676759
449,cervo,43.67,-7.41,72.0,11,28,7.0,ES,1592676759
450,sloboda,51.14,40.3,71.01,72,66,5.82,RU,1592676759
451,garden city,42.33,-83.33,91.4,38,40,5.82,US,1592676759
452,anadyr,64.75,177.48,55.4,58,25,11.41,RU,1592676759
453,fort-shevchenko,44.51,50.26,87.85,31,68,19.46,KZ,1592676760
454,wanaka,-44.7,169.15,33.4,87,0,1.21,NZ,1592676760
455,sao filipe,14.9,-24.5,76.37,75,4,10.2,CV,1592676476
456,mana,5.66,-53.78,81.07,84,67,10.11,GF,1592676760
457,lagos,6.58,3.75,71.6,94,75,4.7,NG,1592676732
458,rosetta,31.4,30.42,77.0,65,0,9.17,EG,1592676761
459,kongolo,-5.38,27.0,77.45,42,2,3.11,CD,1592676761
460,fuerte olimpo,-21.04,-57.87,91.08,37,0,12.66,PY,1592676560
461,shizunai,42.33,142.37,54.14,89,57,6.08,JP,1592676761
462,kapuskasing,49.42,-82.43,71.6,83,90,5.82,CA,1592676761
463,alofi,-19.06,-169.92,75.2,83,100,10.29,NU,1592676470
464,lexington,37.99,-84.48,86.0,54,1,5.82,US,1592676761
465,khudumelapye,-23.88,24.75,51.98,46,0,1.39,BW,1592676762
466,elliot,-31.33,27.85,44.91,56,5,7.7,ZA,1592676762
467,lyubar,49.92,27.76,67.28,88,93,7.43,UA,1592676762
468,tanah merah,5.8,102.15,77.0,94,20,3.36,MY,1592676762
469,puerto escondido,15.85,-97.07,87.8,62,75,12.39,MX,1592676762
470,encruzilhada do sul,-30.54,-52.52,72.01,90,38,5.21,BR,1592676763
471,bonneville,46.08,6.41,71.6,43,20,2.24,FR,1592676763
472,ratnagiri,16.98,73.3,81.59,83,100,5.88,IN,1592676763
473,shiyan,32.65,110.78,66.42,90,99,1.36,CN,1592676763
474,ferrol,43.48,-8.24,73.99,71,48,4.0,ES,1592676763
475,rio claro,-22.41,-47.56,82.4,39,0,4.7,BR,1592676632
476,livingston,55.9,-3.52,68.0,49,40,16.11,GB,1592676763
477,pombas,17.15,-25.02,82.4,54,20,29.97,CV,1592676763
478,whitehorse,60.72,-135.05,57.99,87,90,8.05,CA,1592676764
479,falam,22.92,93.68,63.07,100,87,3.44,MM,1592676764
480,tupelo,34.26,-88.7,91.4,38,75,4.7,US,1592676764
481,tazmalt,36.39,4.4,77.0,61,2,6.93,DZ,1592676764
482,makow mazowiecki,52.86,21.1,69.8,100,72,4.7,PL,1592676764
483,seryshevo,51.09,128.38,55.98,91,100,13.67,RU,1592676764
484,saint-louis,16.33,-15.0,104.0,33,0,7.43,SN,1592676764
485,kamaishi,39.27,141.88,57.04,80,51,5.12,JP,1592676765
486,cao bang,22.67,106.25,77.95,88,88,3.98,VN,1592676765
487,palembang,-2.92,104.75,74.79,97,88,3.89,ID,1592676765
488,jutai,-5.18,-68.9,83.88,84,22,3.31,BR,1592676765
489,nerchinskiy zavod,51.31,119.61,48.31,81,31,3.83,RU,1592676766
490,ulaangom,49.98,92.07,61.9,51,25,6.11,MN,1592676766
491,samarai,-10.62,150.67,78.91,85,16,12.97,PG,1592676766
492,faya,18.39,42.45,78.8,41,20,4.7,SA,1592676766
493,rabo de peixe,37.8,-25.58,68.0,77,20,13.87,PT,1592676766
494,karlskoga,59.33,14.52,77.0,47,71,13.87,SE,1592676766
495,linxia,35.6,103.21,63.41,66,33,2.13,CN,1592676767
496,welkom,-27.99,26.71,49.91,48,0,3.09,ZA,1592676767
497,hobyo,5.35,48.53,80.28,66,3,29.21,SO,1592676767
498,sioux lookout,50.1,-91.92,68.0,45,40,8.05,CA,1592676767
499,kaoma,-14.78,24.8,58.28,42,0,3.2,ZM,1592676767
500,gewane,10.17,40.65,99.1,17,97,9.93,ET,1592676768
501,mosina,52.25,16.85,69.01,93,90,10.29,PL,1592676768
502,coos bay,43.37,-124.22,64.0,77,90,4.63,US,1592676768
503,paray-le-monial,46.45,4.12,73.4,40,51,5.82,FR,1592676768
504,ilulissat,69.22,-51.1,48.2,42,5,6.93,GL,1592676699
505,hue,16.47,107.6,82.4,83,20,1.12,VN,1592676768
506,can,40.03,27.05,80.6,47,20,6.93,TR,1592676768
507,alhama de murcia,37.85,-1.43,90.0,34,0,5.99,ES,1592676769
508,miandrivazo,-19.52,45.47,67.08,86,100,0.25,MG,1592676769
509,aracati,-4.56,-37.77,86.41,57,31,11.9,BR,1592676769
510,the valley,18.22,-63.06,89.6,66,40,17.22,AI,1592676667
511,pandan,14.05,124.17,80.02,80,10,3.87,PH,1592676769
512,sao jose da coroa grande,-8.9,-35.15,79.61,75,33,14.5,BR,1592676769
513,nelson bay,-32.72,152.15,53.01,93,40,10.54,AU,1592676770
514,granby,45.4,-72.73,90.0,40,1,11.41,CA,1592676572
515,mount isa,-20.73,139.5,62.6,55,0,16.11,AU,1592676770
516,peniche,39.36,-9.38,72.0,73,0,8.99,PT,1592676770
517,aasiaat,68.71,-52.87,38.84,76,20,10.94,GL,1592676770
518,milkovo,54.72,158.62,47.86,82,72,1.39,RU,1592676770
519,along,28.17,94.77,74.07,88,99,0.89,IN,1592676770
520,vao,-22.67,167.48,67.71,64,25,13.82,NC,1592676771
521,tandil,-37.32,-59.13,54.0,76,100,5.82,AR,1592676507
522,dicabisagan,17.08,122.42,80.04,80,54,7.36,PH,1592676771
523,smithers,54.78,-127.17,60.8,82,75,8.05,CA,1592676771
524,visby,57.64,18.3,69.8,77,10,14.99,SE,1592676771
525,barao de melgaco,-16.19,-55.97,91.4,27,0,6.93,BR,1592676771
526,beloha,-25.17,45.05,67.24,66,32,8.5,MG,1592676772
527,umm lajj,25.02,37.27,80.2,67,0,9.33,SA,1592676772
528,sulat,11.81,125.45,80.26,83,26,2.57,PH,1592676772
529,ust-shonosha,61.15,41.34,49.05,65,6,5.37,RU,1592676772
530,orativ,49.19,29.53,73.4,69,40,6.71,UA,1592676772
531,sosnovo-ozerskoye,52.52,111.54,50.04,64,37,1.14,RU,1592676724
532,albemarle,35.35,-80.2,82.99,58,75,5.28,US,1592676772
533,nakasongola,1.31,32.46,66.97,84,68,1.9,UG,1592676772
534,lahaina,20.88,-156.68,78.8,69,1,9.17,US,1592676710
535,panguna,-6.32,155.48,68.94,100,66,0.54,PG,1592676773
536,mackenzie,55.3,-123.17,59.0,93,90,8.05,CA,1592676544
537,dudinka,69.41,86.18,51.8,76,75,8.95,RU,1592676773
538,polyarnyy,69.2,33.45,55.4,54,5,6.71,RU,1592676773
539,sokoni,-6.43,39.55,80.6,61,20,8.05,TZ,1592676773
540,yushan,31.38,120.95,72.0,94,20,4.47,CN,1592676774
541,nabire,-3.37,135.48,75.4,89,74,3.89,ID,1592676774
542,asau,46.43,26.4,64.0,84,86,1.52,RO,1592676774
543,tecoanapa,16.52,-98.75,89.01,58,88,12.26,MX,1592676533
544,dabwali,29.95,74.73,100.17,19,23,7.14,IN,1592676774
545,southern pines,35.17,-79.39,86.0,61,20,3.36,US,1592676686
546,gold coast,-28.0,153.43,55.99,100,90,1.12,AU,1592676774
547,iskateley,67.68,53.15,42.01,87,100,24.36,RU,1592676555
548,redwater,33.36,-94.25,81.0,69,75,11.41,US,1592676775
549,frankfort,-27.27,28.48,46.78,52,0,6.13,ZA,1592676775
550,varhaug,58.61,5.65,59.0,93,75,2.24,NO,1592676775
551,darjiling,27.03,88.27,60.64,100,50,1.32,IN,1592676775
552,kiunga,-6.12,141.29,72.05,98,89,2.15,PG,1592676775
553,lieto,60.51,22.46,77.0,38,3,6.93,FI,1592676776
554,poronaysk,49.22,143.12,43.07,90,36,2.82,RU,1592676776
555,lasa,46.62,10.7,59.0,62,40,6.93,IT,1592676776
556,grand-santi,4.25,-54.38,81.19,89,58,3.87,GF,1592676776
557,port keats,-14.25,129.55,71.1,58,12,6.31,AU,1592676776
558,aykhal,66.0,111.5,62.24,59,74,3.02,RU,1592676776
559,morondava,-20.28,44.28,72.0,70,100,10.42,MG,1592676776
560,lala,7.97,123.75,75.83,88,99,0.4,PH,1592676777
561,san quintin,30.48,-115.95,68.79,61,71,13.56,MX,1592676777
562,port lincoln,-34.73,135.87,54.86,73,55,21.9,AU,1592676777
563,myingyan,21.47,95.38,85.17,64,91,19.51,MM,1592676777
564,sechura,-5.56,-80.82,75.65,56,25,11.12,PE,1592676545
565,beringovskiy,63.05,179.32,46.04,57,53,5.03,RU,1592676777
566,kargopol,61.51,38.95,50.45,65,0,5.37,RU,1592676778
567,roros,62.57,11.38,77.0,33,60,12.75,NO,1592676778
568,prenzlau,53.32,13.87,63.0,97,100,3.0,DE,1592676778
569,seminole,28.71,-81.21,91.99,58,40,5.82,US,1592676588
570,quibor,9.93,-69.62,82.4,58,72,13.87,VE,1592676778
571,pinawa,50.15,-95.88,65.39,75,64,14.38,CA,1592676778
572,eureka,40.8,-124.16,68.0,100,54,3.0,US,1592676584
